"Linea","Sentido","Latitud","Longitud"
"518","i","-38.742004","-62.269268"
"518","i","-38.741619","-62.268799"
"518","i","-38.740978","-62.268307"
"518","i","-38.740326","-62.269161"
"518","i","-38.739670","-62.270020"
"518","i","-38.739017","-62.270878"
"518","i","-38.738361","-62.271732"
"518","i","-38.737709","-62.272591"
"518","i","-38.737053","-62.273449"
"518","i","-38.736401","-62.274303"
"518","i","-38.735744","-62.275162"
"518","i","-38.735508","-62.274891"
"518","i","-38.734882","-62.275707"
"518","i","-38.734257","-62.276527"
"518","i","-38.733627","-62.277344"
"518","i","-38.733002","-62.278160"
"518","i","-38.732140","-62.277077"
"518","i","-38.731277","-62.275993"
"518","i","-38.730396","-62.277145"
"518","i","-38.729546","-62.276085"
"518","i","-38.728695","-62.275021"
"518","i","-38.727913","-62.276047"
"518","i","-38.727039","-62.274963"
"518","i","-38.727875","-62.273884"
"518","i","-38.728710","-62.272804"
"518","i","-38.728012","-62.271946"
"518","i","-38.727318","-62.271088"
"518","i","-38.726620","-62.270229"
"518","i","-38.725925","-62.269375"
"518","i","-38.725227","-62.268517"
"518","i","-38.724533","-62.267658"
"518","i","-38.723835","-62.266800"
"518","i","-38.723141","-62.265942"
"518","i","-38.722443","-62.265083"
"518","i","-38.722443","-62.265083"
"518","i","-38.721058","-62.266914"
"518","i","-38.719669","-62.268742"
"518","i","-38.718285","-62.270573"
"518","i","-38.716694","-62.268616"
"518","i","-38.715099","-62.266655"
"518","i","-38.713509","-62.264698"
"518","i","-38.712242","-62.266285"
"518","i","-38.710979","-62.267872"
"518","i","-38.709717","-62.269455"
"518","i","-38.708450","-62.271042"
"518","i","-38.707188","-62.272629"
"518","i","-38.705921","-62.274216"
"518","i","-38.704659","-62.275803"
"518","i","-38.706310","-62.277905"
"518","i","-38.707966","-62.280006"
"518","i","-38.709869","-62.277512"
"519","i","-38.735699","-62.266201"
"519","i","-38.734798","-62.267300"
"519","i","-38.734146","-62.266483"
"519","i","-38.733490","-62.265663"
"519","i","-38.732838","-62.264847"
"519","i","-38.732182","-62.264027"
"519","i","-38.731525","-62.263210"
"519","i","-38.730873","-62.262390"
"519","i","-38.730217","-62.261574"
"519","i","-38.729565","-62.260754"
"519","i","-38.728909","-62.259937"
"519","i","-38.728256","-62.259117"
"519","i","-38.727600","-62.258301"
"519","i","-38.726650","-62.259563"
"519","i","-38.725700","-62.260826"
"519","i","-38.724751","-62.262089"
"519","i","-38.723801","-62.263351"
"519","i","-38.722851","-62.264610"
"519","i","-38.721901","-62.265877"
"519","i","-38.720951","-62.267136"
"519","i","-38.720001","-62.268398"
"519","i","-38.719051","-62.269665"
"519","i","-38.718102","-62.270924"
"519","i","-38.717152","-62.272186"
"519","i","-38.716202","-62.273449"
"519","i","-38.715248","-62.274712"
"519","i","-38.714298","-62.275974"
"519","i","-38.713348","-62.277237"
"519","i","-38.712399","-62.278500"
"519","i","-38.713402","-62.279743"
"519","i","-38.714401","-62.280987"
"519","i","-38.715401","-62.282230"
"519","i","-38.716400","-62.283470"
"519","i","-38.717400","-62.284714"
"519","i","-38.718399","-62.285957"
"519","i","-38.719398","-62.287201"
"519","i","-38.718300","-62.288399"
"519","i","-38.719002","-62.289299"
"519","i","-38.719700","-62.290199"
"519","i","-38.720402","-62.291100"
"519","i","-38.721100","-62.292000"
"519","i","-38.721802","-62.292900"
"519","i","-38.721081","-62.293781"
"519","i","-38.720360","-62.294659"
"519","i","-38.719639","-62.295540"
"519","i","-38.718922","-62.296421"
"519","i","-38.718201","-62.297298"
"519","i","-38.718899","-62.298401"
"519","i","-38.719582","-62.299240"
"519","i","-38.720261","-62.300079"
"519","i","-38.720940","-62.300919"
"519","i","-38.721619","-62.301762"
"519","i","-38.722301","-62.302601"
"519","i","-38.721642","-62.303455"
"519","i","-38.720985","-62.304314"
"519","i","-38.720329","-62.305172"
"519","i","-38.719669","-62.306030"
"519","i","-38.719013","-62.306885"
"519","i","-38.718357","-62.307743"
"519","i","-38.717701","-62.308601"
"519","i","-38.718361","-62.309441"
"519","i","-38.719021","-62.310280"
"519","i","-38.719681","-62.311119"
"519","i","-38.720341","-62.311958"
"519","i","-38.721001","-62.312801"
"519","i","-38.720333","-62.313667"
"519","i","-38.719666","-62.314533"
"519","i","-38.719002","-62.315399"
"519","i","-38.718334","-62.316265"
"519","i","-38.717667","-62.317135"
"519","i","-38.716999","-62.318001"
"519","i","-38.716339","-62.318859"
"519","i","-38.715679","-62.319721"
"519","i","-38.715019","-62.320580"
"519","i","-38.714359","-62.321442"
"519","i","-38.713699","-62.322300"
"519","i","-38.713039","-62.323158"
"519","i","-38.712379","-62.324020"
"519","i","-38.711720","-62.324879"
"519","i","-38.711060","-62.325741"
"519","i","-38.710400","-62.326599"
"519","i","-38.710426","-62.327751"
"519","i","-38.710449","-62.328899"
"519","i","-38.710476","-62.330051"
"519","i","-38.710499","-62.331200"
"519","i","-38.709732","-62.332134"
"519","i","-38.708965","-62.333069"
"519","i","-38.708199","-62.334000"
"519","i","-38.707451","-62.334999"
"519","i","-38.706699","-62.335999"
"519","i","-38.706100","-62.337200"
"519","i","-38.703766","-62.343132"
"519","i","-38.701431","-62.349068"
"519","i","-38.699100","-62.355000"
"519","i","-38.703766","-62.364799"
"519","i","-38.706532","-62.370098"
"519","i","-38.709301","-62.375401"
"519","i","-38.712002","-62.381302"
"519","i","-38.712700","-62.382183"
"519","i","-38.713402","-62.383068"
"519","i","-38.714100","-62.383949"
"519","i","-38.714802","-62.384834"
"519","i","-38.715500","-62.385715"
"519","i","-38.716202","-62.386600"
"519","i","-38.715401","-62.387550"
"519","i","-38.714600","-62.388500"
"519","i","-38.715401","-62.389450"
"519","i","-38.716202","-62.390400"
"519","i","-38.716949","-62.389450"
"519","i","-38.717701","-62.388500"
"519","i","-38.718475","-62.389477"
"519","i","-38.719250","-62.390450"
"519","i","-38.720024","-62.391426"
"519","i","-38.720798","-62.392399"
"519","i","-38.721600","-62.391399"
"519","i","-38.722401","-62.390400"
"519","i","-38.723202","-62.389400"
"519","i","-38.723999","-62.390400"
"519","i","-38.723385","-62.391201"
"519","i","-38.722767","-62.391998"
"519","i","-38.722149","-62.392799"
"519","i","-38.721531","-62.393600"
"519","i","-38.720913","-62.394402"
"519","i","-38.720295","-62.395199"
"519","i","-38.719677","-62.396000"
"519","i","-38.719063","-62.396801"
"519","i","-38.718445","-62.397598"
"519","i","-38.717827","-62.398399"
"519","i","-38.717209","-62.399200"
"519","i","-38.716591","-62.400002"
"519","i","-38.715973","-62.400799"
"519","i","-38.715359","-62.401600"
"519","i","-38.714741","-62.402401"
"519","i","-38.714123","-62.403198"
"519","i","-38.713505","-62.403999"
"519","i","-38.712887","-62.404800"
"519","i","-38.712269","-62.405602"
"519","i","-38.711651","-62.406399"
"519","i","-38.711037","-62.407200"
"519","i","-38.710419","-62.408001"
"519","i","-38.709801","-62.408798"
"519","i","-38.710651","-62.409649"
"519","i","-38.711498","-62.410500"
"519 a","i","-38.687500","-62.339100"
"519 a","i","-38.688122","-62.338299"
"519 a","i","-38.688740","-62.337502"
"519 a","i","-38.689362","-62.336700"
"519 a","i","-38.689980","-62.335899"
"519 a","i","-38.690601","-62.335098"
"519 a","i","-38.691219","-62.334301"
"519 a","i","-38.691841","-62.333500"
"519 a","i","-38.692459","-62.332699"
"519 a","i","-38.693081","-62.331902"
"519 a","i","-38.693699","-62.331100"
"519 a","i","-38.694321","-62.330299"
"519 a","i","-38.694939","-62.329498"
"519 a","i","-38.695560","-62.328701"
"519 a","i","-38.696178","-62.327900"
"519 a","i","-38.696800","-62.327099"
"519 a","i","-38.698437","-62.325058"
"519 a","i","-38.699070","-62.324215"
"519 a","i","-38.699707","-62.323372"
"519 a","i","-38.700344","-62.322529"
"519 a","i","-38.700977","-62.321686"
"519 a","i","-38.701614","-62.320843"
"519 a","i","-38.702251","-62.320000"
"519 a","i","-38.702885","-62.319157"
"519 a","i","-38.703522","-62.318314"
"519 a","i","-38.704159","-62.317471"
"519 a","i","-38.704792","-62.316628"
"519 a","i","-38.705429","-62.315784"
"519 a","i","-38.706062","-62.314941"
"519 a","i","-38.706699","-62.314098"
"519 a","i","-38.706074","-62.313301"
"519 a","i","-38.705448","-62.312500"
"519 a","i","-38.704826","-62.311699"
"519 a","i","-38.704201","-62.310902"
"519 a","i","-38.704819","-62.310081"
"519 a","i","-38.705441","-62.309261"
"519 a","i","-38.706059","-62.308441"
"519 a","i","-38.706680","-62.307621"
"519 a","i","-38.707298","-62.306801"
"519 a","i","-38.707920","-62.305981"
"519 a","i","-38.708542","-62.305161"
"519 a","i","-38.709160","-62.304340"
"519 a","i","-38.709782","-62.303520"
"519 a","i","-38.710400","-62.302700"
"519 a","i","-38.711048","-62.303501"
"519 a","i","-38.711700","-62.304298"
"519 a","i","-38.712349","-62.305099"
"519 a","i","-38.713001","-62.305901"
"519 a","i","-38.713634","-62.305099"
"519 a","i","-38.714268","-62.304298"
"519 a","i","-38.714901","-62.303501"
"519 a","i","-38.716259","-62.301739"
"519 a","i","-38.716919","-62.300880"
"519 a","i","-38.717579","-62.300018"
"519 a","i","-38.718239","-62.299160"
"519 a","i","-38.718899","-62.298302"
"519 a","i","-38.719589","-62.297413"
"519 a","i","-38.720276","-62.296524"
"519 a","i","-38.720963","-62.295635"
"519 a","i","-38.721649","-62.294750"
"519 a","i","-38.722340","-62.293861"
"519 a","i","-38.723026","-62.292976"
"519 a","i","-38.723713","-62.292088"
"519 a","i","-38.724400","-62.291199"
"519 a","i","-38.723568","-62.290169"
"519 a","i","-38.722733","-62.289131"
"519 a","i","-38.721901","-62.288101"
"519 a","i","-38.720913","-62.286884"
"519 a","i","-38.719929","-62.285671"
"519 a","i","-38.718945","-62.284458"
"519 a","i","-38.717957","-62.283241"
"519 a","i","-38.716972","-62.282028"
"519 a","i","-38.715984","-62.280815"
"519 a","i","-38.715000","-62.279598"
"519 a","i","-38.713833","-62.278168"
"519 a","i","-38.712666","-62.276733"
"519 a","i","-38.711498","-62.275299"
"519 a","i","-38.712429","-62.274090"
"519 a","i","-38.713360","-62.272881"
"519 a","i","-38.714291","-62.271671"
"519 a","i","-38.715221","-62.270458"
"519 a","i","-38.716148","-62.269249"
"519 a","i","-38.717079","-62.268040"
"519 a","i","-38.718010","-62.266830"
"519 a","i","-38.718941","-62.265621"
"519 a","i","-38.719872","-62.264408"
"519 a","i","-38.720798","-62.263199"
"519 a","i","-38.719501","-62.261600"
"519 a","i","-38.718201","-62.263248"
"519 a","i","-38.716900","-62.264900"
"519 a","i","-38.715759","-62.263538"
"519 a","i","-38.714619","-62.262180"
"519 a","i","-38.713482","-62.260818"
"519 a","i","-38.712341","-62.259460"
"519 a","i","-38.711201","-62.258099"
"519 a","i","-38.709599","-62.255901"
"519 a","i","-38.707001","-62.254601"
"519 a","i","-38.705898","-62.253201"
"519 a","i","-38.704800","-62.251801"
"519 a","i","-38.703701","-62.250401"
"519 a","i","-38.702599","-62.248699"
"519 a","i","-38.701569","-62.247433"
"519 a","i","-38.700535","-62.246166"
"519 a","i","-38.699501","-62.244900"
"519 a","i","-38.700150","-62.244049"
"519 a","i","-38.700802","-62.243198"
"519 a","i","-38.701450","-62.242352"
"519 a","i","-38.702099","-62.241501"
"519 a","i","-38.701199","-62.240452"
"519 a","i","-38.700298","-62.239399"
"519 a","i","-38.699581","-62.238499"
"519 a","i","-38.698860","-62.237598"
"519 a","i","-38.698139","-62.236698"
"519 a","i","-38.697418","-62.235802"
"519 a","i","-38.696701","-62.234901"
"519 a","i","-38.695900","-62.235901"
"519 a","i","-38.695099","-62.236900"
"519 a","i","-38.694302","-62.237900"
"519 a","i","-38.693233","-62.236732"
"519 a","i","-38.692165","-62.235565"
"519 a","i","-38.691101","-62.234402"
"519 a","i","-38.689602","-62.232750"
"519 a","i","-38.688099","-62.231098"
"519 a","i","-38.686401","-62.228901"
"519 a","i","-38.684601","-62.227798"
"519 a","i","-38.683933","-62.225834"
"519 a","i","-38.682865","-62.224468"
"519 a","i","-38.681801","-62.223099"
"519 a","i","-38.680950","-62.220150"
"519 a","i","-38.681599","-62.219299"
"519 a","i","-38.682251","-62.218449"
"519 a","i","-38.682899","-62.217602"
"519 a","i","-38.683552","-62.216751"
"519 a","i","-38.684200","-62.215900"
"519 a","i","-38.684849","-62.215050"
"519 a","i","-38.685501","-62.214199"
"519 a","i","-38.686150","-62.213348"
"519 a","i","-38.686798","-62.212502"
"519 a","i","-38.687450","-62.211651"
"519 a","i","-38.688099","-62.210800"
"519 a","i","-38.688751","-62.209949"
"519 a","i","-38.689400","-62.209099"
"519 a","i","-38.688721","-62.208260"
"519 a","i","-38.688042","-62.207420"
"519 a","i","-38.687359","-62.206581"
"519 a","i","-38.686680","-62.205742"
"519 a","i","-38.686001","-62.204899"
"519 a","i","-38.686749","-62.203949"
"519 a","i","-38.687500","-62.202999"
"519 a","i","-38.688301","-62.201900"
"519 a","i","-38.689068","-62.200867"
"519 a","i","-38.689835","-62.199833"
"519 a","i","-38.690601","-62.198799"
"519 a","v","-38.715401","-62.302799"
"519 a","v","-38.716099","-62.301899"
"519 a","v","-38.716801","-62.300999"
"519 a","v","-38.717499","-62.300098"
"519 a","v","-38.718201","-62.299198"
"519 a","v","-38.718899","-62.298302"
"519 a","v","-38.718201","-62.297401"
"519 a","v","-38.718922","-62.296478"
"519 a","v","-38.719639","-62.295559"
"519 a","v","-38.720360","-62.294640"
"519 a","v","-38.721081","-62.293720"
"519 a","v","-38.721802","-62.292801"
"519 a","v","-38.721100","-62.291939"
"519 a","v","-38.720402","-62.291080"
"519 a","v","-38.719700","-62.290218"
"519 a","v","-38.719002","-62.289360"
"519 a","v","-38.718300","-62.288502"
"519 a","v","-38.719398","-62.287102"
"519 a","v","-38.718754","-62.286320"
"519 a","v","-38.718109","-62.285538"
"519 a","v","-38.717464","-62.284756"
"519 a","v","-38.716820","-62.283974"
"519 a","v","-38.716171","-62.283192"
"519 a","v","-38.715527","-62.282410"
"519 a","v","-38.714882","-62.281628"
"519 a","v","-38.714237","-62.280846"
"519 a","v","-38.713593","-62.280064"
"519 a","v","-38.712944","-62.279282"
"519 a","v","-38.712299","-62.278500"
"519 a","v","-38.713230","-62.277271"
"519 a","v","-38.714161","-62.276039"
"519 a","v","-38.715092","-62.274811"
"519 a","v","-38.716019","-62.273579"
"519 a","v","-38.716949","-62.272350"
"519 a","v","-38.717880","-62.271118"
"519 a","v","-38.718811","-62.269890"
"519 a","v","-38.719742","-62.268661"
"519 a","v","-38.720669","-62.267429"
"519 a","v","-38.721600","-62.266201"
"519 a","v","-38.720333","-62.264668"
"519 a","v","-38.719067","-62.263134"
"519 a","v","-38.717800","-62.261600"
"519 a","v","-38.716499","-62.263149"
"519 a","v","-38.715199","-62.264702"
"519 a","v","-38.714226","-62.263500"
"519 a","v","-38.713249","-62.262299"
"519 a","v","-38.712276","-62.261101"
"519 a","v","-38.711300","-62.259899"
"519 a","v","-38.710167","-62.258499"
"519 a","v","-38.709034","-62.257099"
"519 a","v","-38.707901","-62.255699"
"519 a","v","-38.706799","-62.254375"
"519 a","v","-38.705700","-62.253052"
"519 a","v","-38.704601","-62.251724"
"519 a","v","-38.703499","-62.250401"
"519 a","v","-38.702400","-62.248699"
"519 a","v","-38.701401","-62.247467"
"519 a","v","-38.700401","-62.246235"
"519 a","v","-38.699402","-62.244999"
"519 a","v","-38.700073","-62.244148"
"519 a","v","-38.700748","-62.243301"
"519 a","v","-38.701424","-62.242451"
"519 a","v","-38.702099","-62.241600"
"519 a","v","-38.701248","-62.240551"
"519 a","v","-38.700401","-62.239498"
"519 a","v","-38.699600","-62.238548"
"519 a","v","-38.698799","-62.237598"
"519 a","v","-38.698101","-62.236698"
"519 a","v","-38.697399","-62.235802"
"519 a","v","-38.696701","-62.234901"
"519 a","v","-38.696075","-62.235699"
"519 a","v","-38.695450","-62.236500"
"519 a","v","-38.694824","-62.237301"
"519 a","v","-38.694199","-62.238098"
"519 a","v","-38.693401","-62.237202"
"519 a","v","-38.692600","-62.236301"
"519 a","v","-38.691799","-62.235401"
"319","v","-38.877235","-62.070652"
"519 a","v","-38.691002","-62.234501"
"519 a","v","-38.691658","-62.233669"
"519 a","v","-38.692314","-62.232841"
"519 a","v","-38.692970","-62.232014"
"519 a","v","-38.693630","-62.231186"
"519 a","v","-38.694286","-62.230358"
"519 a","v","-38.694942","-62.229530"
"519 a","v","-38.695801","-62.228298"
"519 a","v","-38.696400","-62.227501"
"519 a","v","-38.696999","-62.226700"
"519 a","v","-38.697601","-62.225899"
"519 a","v","-38.698200","-62.225101"
"519 a","v","-38.698799","-62.224300"
"519 a","v","-38.699402","-62.223499"
"519 a","v","-38.700001","-62.222698"
"519 a","v","-38.699699","-62.221001"
"519 a","v","-38.698399","-62.220852"
"519 a","v","-38.697102","-62.220699"
"519 a","v","-38.695702","-62.219200"
"519 a","v","-38.695400","-62.217499"
"519 a","v","-38.694267","-62.217434"
"519 a","v","-38.693134","-62.217365"
"519 a","v","-38.692001","-62.217300"
"519 a","v","-38.692150","-62.216000"
"519 a","v","-38.692299","-62.214699"
"519 a","v","-38.692799","-62.213650"
"519 a","v","-38.695000","-62.210899"
"519 a","v","-38.694199","-62.209801"
"519 a","v","-38.695400","-62.209301"
"519 a","v","-38.696602","-62.208801"
"519 a","v","-38.695648","-62.207649"
"519 a","v","-38.693699","-62.205200"
"519 a","v","-38.693001","-62.204399"
"519 a","v","-38.694000","-62.202999"
"519 a","v","-38.693321","-62.202160"
"519 a","v","-38.692638","-62.201321"
"519 a","v","-38.691959","-62.200481"
"519 a","v","-38.691280","-62.199638"
"519","v","-38.735699","-62.266201"
"519","v","-38.735069","-62.265423"
"519","v","-38.734444","-62.264645"
"519","v","-38.733814","-62.263863"
"519","v","-38.733185","-62.263084"
"519","v","-38.732555","-62.262306"
"519","v","-38.731930","-62.261528"
"519","v","-38.731300","-62.260750"
"519","v","-38.730671","-62.259972"
"519","v","-38.730042","-62.259193"
"519","v","-38.729416","-62.258415"
"519","v","-38.728786","-62.257637"
"519","v","-38.728157","-62.256859"
"519","v","-38.727528","-62.256081"
"519","v","-38.726898","-62.255299"
"519","v","-38.725937","-62.256550"
"519","v","-38.724976","-62.257801"
"519","v","-38.724014","-62.259048"
"519","v","-38.723049","-62.260300"
"519","v","-38.722088","-62.261551"
"519","v","-38.721127","-62.262798"
"519","v","-38.720161","-62.264050"
"519","v","-38.719200","-62.265301"
"519","v","-38.718239","-62.266548"
"519","v","-38.717274","-62.267799"
"519","v","-38.716312","-62.269051"
"519","v","-38.715351","-62.270302"
"519","v","-38.714390","-62.271549"
"519","v","-38.713425","-62.272800"
"519","v","-38.712463","-62.274052"
"519","v","-38.711498","-62.275299"
"519","v","-38.712467","-62.276489"
"519","v","-38.713432","-62.277679"
"519","v","-38.714401","-62.278866"
"519","v","-38.715366","-62.280056"
"519","v","-38.716331","-62.281242"
"519","v","-38.717300","-62.282433"
"519","v","-38.718266","-62.283623"
"519","v","-38.719234","-62.284809"
"519","v","-38.720200","-62.285999"
"519","v","-38.720833","-62.286793"
"519","v","-38.721466","-62.287582"
"519","v","-38.722099","-62.288376"
"519","v","-38.722733","-62.289165"
"519","v","-38.723366","-62.289959"
"519","v","-38.723999","-62.290749"
"519","v","-38.724632","-62.291542"
"519","v","-38.725266","-62.292332"
"519","v","-38.725899","-62.293125"
"519","v","-38.726532","-62.293919"
"519","v","-38.727165","-62.294708"
"519","v","-38.727798","-62.295502"
"519","v","-38.727169","-62.296318"
"519","v","-38.726536","-62.297138"
"519","v","-38.725906","-62.297955"
"519","v","-38.725273","-62.298775"
"519","v","-38.724644","-62.299595"
"519","v","-38.724014","-62.300411"
"519","v","-38.723381","-62.301231"
"519","v","-38.722752","-62.302052"
"519","v","-38.722118","-62.302868"
"519","v","-38.721489","-62.303688"
"519","v","-38.720856","-62.304504"
"519","v","-38.720226","-62.305325"
"519","v","-38.719593","-62.306145"
"519","v","-38.718964","-62.306961"
"519","v","-38.718330","-62.307781"
"519","v","-38.717701","-62.308601"
"519","v","-38.718380","-62.309441"
"519","v","-38.719059","-62.310280"
"519","v","-38.719742","-62.311119"
"519","v","-38.720421","-62.311958"
"519","v","-38.721100","-62.312801"
"519","v","-38.720360","-62.313740"
"519","v","-38.719620","-62.314678"
"519","v","-38.718880","-62.315620"
"519","v","-38.718140","-62.316559"
"519","v","-38.717400","-62.317501"
"519","v","-38.716801","-62.318325"
"519","v","-38.716202","-62.319149"
"519","v","-38.715599","-62.319977"
"519","v","-38.715000","-62.320801"
"519","v","-38.713902","-62.322102"
"519","v","-38.713219","-62.323002"
"519","v","-38.712540","-62.323898"
"519","v","-38.711861","-62.324799"
"519","v","-38.711182","-62.325699"
"519","v","-38.710400","-62.326900"
"519","v","-38.710400","-62.330101"
"519","v","-38.710400","-62.330101"
"519","v","-38.709900","-62.331799"
"519","v","-38.706100","-62.337101"
"519","v","-38.704300","-62.341900"
"519","v","-38.701302","-62.349701"
"519","v","-38.700901","-62.359299"
"519","v","-38.705200","-62.367699"
"519","v","-38.711899","-62.381199"
"519","v","-38.712616","-62.382084"
"519","v","-38.713333","-62.382969"
"519","v","-38.714050","-62.383850"
"519","v","-38.714767","-62.384731"
"519","v","-38.715485","-62.385616"
"519","v","-38.716202","-62.386501"
"519","v","-38.715401","-62.387501"
"519","v","-38.714600","-62.388500"
"519","v","-38.715401","-62.389450"
"519","v","-38.716202","-62.390400"
"519","v","-38.716949","-62.389400"
"519","v","-38.717701","-62.388401"
"519","v","-38.718342","-62.389198"
"519","v","-38.718979","-62.389999"
"519","v","-38.719620","-62.390800"
"519","v","-38.720261","-62.391602"
"519","v","-38.720901","-62.392399"
"519","v","-38.721668","-62.391399"
"519","v","-38.722431","-62.390400"
"519","v","-38.723202","-62.389400"
"519","v","-38.723999","-62.390400"
"519","v","-38.723385","-62.391201"
"519","v","-38.722767","-62.391998"
"519","v","-38.722149","-62.392799"
"519","v","-38.721531","-62.393600"
"519","v","-38.720913","-62.394402"
"519","v","-38.720295","-62.395199"
"519","v","-38.719677","-62.396000"
"519","v","-38.719063","-62.396801"
"519","v","-38.718445","-62.397598"
"519","v","-38.717827","-62.398399"
"519","v","-38.717209","-62.399200"
"519","v","-38.716591","-62.400002"
"519","v","-38.715973","-62.400799"
"519","v","-38.715359","-62.401600"
"519","v","-38.714741","-62.402401"
"519","v","-38.714123","-62.403198"
"519","v","-38.713505","-62.403999"
"519","v","-38.712887","-62.404800"
"519","v","-38.712269","-62.405602"
"519","v","-38.711651","-62.406399"
"519","v","-38.711037","-62.407200"
"519","v","-38.710419","-62.408001"
"519","v","-38.709801","-62.408798"
"519","v","-38.710602","-62.409550"
"518","v","-38.758923","-62.248215"
"518","v","-38.758213","-62.247242"
"518","v","-38.757504","-62.246269"
"518","v","-38.756794","-62.245300"
"518","v","-38.756084","-62.244328"
"518","v","-38.755463","-62.245132"
"518","v","-38.754845","-62.245934"
"518","v","-38.754223","-62.246738"
"518","v","-38.753605","-62.247543"
"518","v","-38.752983","-62.248348"
"518","v","-38.752361","-62.249149"
"518","v","-38.751743","-62.249954"
"518","v","-38.752361","-62.250771"
"518","v","-38.752983","-62.251587"
"518","v","-38.753605","-62.252403"
"518","v","-38.754223","-62.253223"
"518","v","-38.754845","-62.254040"
"518","v","-38.755463","-62.254856"
"518","v","-38.754684","-62.255745"
"518","v","-38.753902","-62.256634"
"518","v","-38.754566","-62.257458"
"518","v","-38.755226","-62.258278"
"518","v","-38.755890","-62.259102"
"518","v","-38.756550","-62.259926"
"518","v","-38.757214","-62.260750"
"518","v","-38.756336","-62.261822"
"518","v","-38.757092","-62.262749"
"518","v","-38.757847","-62.263672"
"518","v","-38.757214","-62.264503"
"518","v","-38.756584","-62.265335"
"518","v","-38.755955","-62.266167"
"518","v","-38.755322","-62.266998"
"518","v","-38.754063","-62.268661"
"518","v","-38.753429","-62.269489"
"518","v","-38.752800","-62.270321"
"518","v","-38.752171","-62.271152"
"518","v","-38.751499","-62.270302"
"518","v","-38.750832","-62.269451"
"518","v","-38.750160","-62.268600"
"518","v","-38.749493","-62.267750"
"518","v","-38.748821","-62.266899"
"518","v","-38.749714","-62.265755"
"518","v","-38.749073","-62.264957"
"518","v","-38.748428","-62.264156"
"518","v","-38.747784","-62.263355"
"518","v","-38.747143","-62.262558"
"518","v","-38.746525","-62.263363"
"518","v","-38.745907","-62.264168"
"518","v","-38.745293","-62.264973"
"518","v","-38.744675","-62.265778"
"518","v","-38.744061","-62.266582"
"518","v","-38.743443","-62.267387"
"518","v","-38.742825","-62.268188"
"518","v","-38.742210","-62.268993"
"518","v","-38.741592","-62.269798"
"518","v","-38.740974","-62.270603"
"518","v","-38.740360","-62.271408"
"518","v","-38.740112","-62.271130"
"518","v","-38.739494","-62.271938"
"518","v","-38.738876","-62.272747"
"518","v","-38.738258","-62.273556"
"518","v","-38.737640","-62.274368"
"518","v","-38.737022","-62.275177"
"518","v","-38.736404","-62.275986"
"518","v","-38.735516","-62.274891"
"518","v","-38.734627","-62.273792"
"518","v","-38.733955","-62.274681"
"518","v","-38.733284","-62.275566"
"518","v","-38.732613","-62.276455"
"518","v","-38.731941","-62.277340"
"518","v","-38.731270","-62.278229"
"518","v","-38.730625","-62.277428"
"518","v","-38.730625","-62.277428"
"518","v","-38.729984","-62.276627"
"518","v","-38.729340","-62.275822"
"518","v","-38.728695","-62.275021"
"518","v","-38.729530","-62.273903"
"518","v","-38.730366","-62.272785"
"518","v","-38.729675","-62.271923"
"518","v","-38.728985","-62.271061"
"518","v","-38.728294","-62.270199"
"518","v","-38.727604","-62.269333"
"518","v","-38.726913","-62.268471"
"518","v","-38.726223","-62.267609"
"518","v","-38.725533","-62.266747"
"518","v","-38.724842","-62.265881"
"518","v","-38.724152","-62.265018"
"518","v","-38.724152","-62.265018"
"518","v","-38.722485","-62.267281"
"518","v","-38.719990","-62.264294"
"518","v","-38.718330","-62.266449"
"518","v","-38.716671","-62.268604"
"518","v","-38.719189","-62.271667"
"518","v","-38.717770","-62.273598"
"518","v","-38.716351","-62.275524"
"518","v","-38.714935","-62.277454"
"518","v","-38.713634","-62.275833"
"518","v","-38.712334","-62.274208"
"518","v","-38.711098","-62.275867"
"518","v","-38.709858","-62.277527"
"517","v","-38.690498","-62.311699"
"517","v","-38.691139","-62.310875"
"517","v","-38.691776","-62.310051"
"517","v","-38.692413","-62.309223"
"517","v","-38.693050","-62.308399"
"517","v","-38.693687","-62.307575"
"517","v","-38.694324","-62.306751"
"517","v","-38.694962","-62.305923"
"517","v","-38.695599","-62.305099"
"517","v","-38.696400","-62.306099"
"517","v","-38.697201","-62.307098"
"517","v","-38.698101","-62.306599"
"517","v","-38.698757","-62.305740"
"517","v","-38.699417","-62.304882"
"517","v","-38.700073","-62.304024"
"517","v","-38.700733","-62.303165"
"517","v","-38.701393","-62.302307"
"517","v","-38.702049","-62.301449"
"517","v","-38.702709","-62.300591"
"517","v","-38.703365","-62.299732"
"517","v","-38.704025","-62.298874"
"517","v","-38.704681","-62.298016"
"517","v","-38.705341","-62.297157"
"517","v","-38.706299","-62.295399"
"517","v","-38.706951","-62.294552"
"517","v","-38.707600","-62.293701"
"517","v","-38.708248","-62.292850"
"517","v","-38.708900","-62.292000"
"517","v","-38.708050","-62.290951"
"517","v","-38.707199","-62.289902"
"517","v","-38.707813","-62.289093"
"517","v","-38.708424","-62.288288"
"517","v","-38.709034","-62.287483"
"517","v","-38.709648","-62.286674"
"517","v","-38.710258","-62.285870"
"517","v","-38.710873","-62.285065"
"517","v","-38.711483","-62.284260"
"517","v","-38.712093","-62.283455"
"517","v","-38.712708","-62.282646"
"517","v","-38.713318","-62.281841"
"517","v","-38.713928","-62.281036"
